Transaction_ID,Customer_ID,Customer_Name,Email,Phone,Country,Merchant,Category,Order_Value,Installments,Payment_Status,Days_Late,Credit_Score,Monthly_Income,Age,Order_Date
1974,371974,Martin Walters,dennis90@example.org,384-387-2311x1827,Kuwait,IKEA,Beauty,1145.37,2,Paid,34,831.0,15156.0,21,2025-08-11
1975,314647,Brett Johnson,amanda58@example.org,358-270-4322,Kuwait,Jarir,Fashion,4152.63,3,Late,8,567.0,11148.0,30,2025-12-25
1976,425087,Donna Mccarthy,boonejanice@example.net,304.793.6961,Qatar,Extra,Fashion,1362.36,3,Paid,1,704.0,10601.0,60,2024-12-28
1977,572658,Kathryn Elliott,perkinsnatalie@example.net,521-979-6282,Qatar,Sharaf DG,Beauty,3918.08,2,Paid,41,710.0,26290.0,27,2025-05-05
1978,696724,Kimberly Roth,barkerkimberly@example.org,+1-494-764-2915x28344,Kuwait,IKEA,Travel,4798.35,3,Late,41,595.0,24188.0,60,2025-05-08
1979,610966,Andrew Brown,cameron66@example.org,574.385.7987x1830,Qatar,Extra,Electronics,2355.79,3,Default,19,656.0,13437.0,21,2025-01-08
1980,262703,Ashley Barnes,katherinemcclain@example.org,642-684-2542x9576,Saudi Arabia,Sharaf DG,Home,4738.88,3,Paid,35,693.0,16832.0,43,2025-12-01
1981,454775,Desiree Phillips,daniel52@example.net,(251)928-0580,Saudi Arabia,Centrepoint,Home,3662.67,3,Paid,8,816.0,8023.0,57,2025-01-15
1982,931738,Anthony Johnson,derek70@example.com,001-761-624-6778x76174,Saudi Arabia,Noon,Fashion,130.4,4,Paid,6,660.0,9698.0,18,2024-11-09
1983,340880,Lisa Mccoy,fjohnson@example.net,872.370.5813,UAE,Namshi,Fashion,1305.51,6,Paid,44,612.0,24965.0,45,2026-07-10
1984,921363,Jackie Lynch,salazarashley@example.net,998.873.0917,Qatar,Carrefour,Electronics,2215.82,6,Paid,30,727.0,27605.0,38,2025-07-08
1985,361224,Angela Miller,tonymccoy@example.org,7904405724,UAE,Jarir,Home,3226.69,3,Paid,11,668.0,27075.0,55,2024-11-04
1986,683143,George Bryant,schroedertaylor@example.org,+1-322-918-3976x47125,Kuwait,Centrepoint,Fashion,1213.19,3,Paid,8,573.0,7163.0,52,2025-12-28
1987,410383,Ryan Waller,henrybrennan@example.net,001-586-915-1476,Qatar,Amazon UAE,Travel,4057.02,2,Paid,45,633.0,8354.0,60,2026-04-21
1988,935787,Marie Hawkins,dalemccarthy@example.org,551.305.0740x45568,Saudi Arabia,Extra,Electronics,4411.35,2,Paid,26,682.0,24645.0,52,2026-02-19
1989,585039,Lauren Sanders,pamelaclark@example.org,(471)405-7743x213,UAE,Centrepoint,Beauty,1639.52,4,Paid,39,643.0,11641.0,21,2025-10-11
1990,505083,Sarah Smith,robyn34@example.net,389-920-6958,Kuwait,Sharaf DG,Fashion,2707.27,6,Paid,43,790.0,23608.0,27,2024-08-03
1991,455968,Francisco Cohen,matthew03@example.net,243.761.8523,UAE,Jarir,Fashion,1617.46,2,Late,37,725.0,15624.0,43,2024-11-22
1992,895082,Tracie Kennedy,ethanrivera@example.org,001-832-259-8606x5745,Kuwait,Extra,Travel,3637.3,3,Late,31,677.0,23552.0,30,2025-01-13
1993,573295,David Green,ewingchelsey@example.net,859.666.3654,UAE,Jarir,Electronics,693.45,2,Default,7,821.0,18004.0,50,2026-04-13
1994,144002,Angela Sullivan,laurenhouse@example.com,489.840.1262x636,Saudi Arabia,Carrefour,Travel,2108.85,2,Paid,4,782.0,4621.0,49,2025-08-31
1995,405500,Billy Martin,elizabethmartin@example.com,001-425-964-4180x7105,UAE,Namshi,Travel,797.7,2,Paid,39,678.0,25755.0,40,2025-10-27
1996,286859,Steven Collins,lsanchez@example.net,205.476.7288,Kuwait,Amazon UAE,Beauty,555.02,3,Paid,31,748.0,27524.0,34,2025-03-01
1997,361906,Lisa Fuller,leebarbara@example.com,846-938-5130x5164,Saudi Arabia,Sharaf DG,Beauty,949.85,2,Paid,18,626.0,7729.0,25,2025-05-03
1998,493929,Zachary Hatfield,karengreen@example.org,277-377-7749x854,Saudi Arabia,IKEA,Home,3441.24,4,Paid,41,745.0,9303.0,30,2025-08-12
1999,875985,Ashley Garcia,dsimpson@example.net,+1-435-763-2766,UAE,Sharaf DG,Fashion,1051.67,4,Paid,28,559.0,12985.0,50,2026-02-07
2000,981451,Jason Le,heather11@example.net,001-538-988-6318,Qatar,Sharaf DG,Travel,2921.55,4,Paid,29,560.0,29359.0,28,2026-01-19
2001,110825,Abigail Martin,angelakim@example.org,(811)701-1102x50820,Kuwait,Virgin Megastore,Beauty,3841.48,4,Paid,20,647.0,28821.0,46,2025-10-27
2002,620969,John Bowen,hernandezvickie@example.org,784-421-6825x596,Kuwait,Virgin Megastore,Fashion,2016.44,3,Paid,38,712.0,16569.0,32,2024-10-10
2003,381026,Melissa Wright,lisa76@example.org,+1-488-875-2689,Saudi Arabia,Centrepoint,Beauty,2397.12,3,Paid,22,840.0,8033.0,19,2026-02-02
2004,538683,Miss Michelle Mullins,anelson@example.com,(470)768-8542,UAE,IKEA,Home,2736.55,3,Late,8,564.0,24434.0,41,2026-02-17
2005,700524,Julie Williams,wroberts@example.com,458.416.6232x774,Saudi Arabia,Jarir,Travel,1464.9,2,Paid,26,661.0,4377.0,27,2025-12-10
2006,720140,Dana Morris,zrosales@example.org,001-602-218-3830x272,Kuwait,Carrefour,Travel,2041.0,6,Paid,42,628.0,24160.0,44,2026-06-19
2007,280733,Gina Acosta,iwilson@example.com,962.633.6789x9739,Kuwait,Jarir,Electronics,2185.75,2,Paid,16,813.0,3886.0,59,2025-10-07
2008,801311,Christopher Jones,jeffrey87@example.org,+1-760-765-3046x2705,Kuwait,Amazon UAE,Fashion,1063.58,2,Paid,34,570.0,4428.0,35,2025-09-30
2009,701774,Deborah Mendez,hallkristen@example.org,549-869-2700,Saudi Arabia,Jarir,Electronics,4103.66,2,Paid,9,598.0,8665.0,22,2026-05-15
2010,490188,Heidi Barnes,wagnerdavid@example.com,(628)577-0405x7820,Kuwait,Sharaf DG,Electronics,3570.58,3,Late,34,763.0,20556.0,49,2026-02-08
2011,520964,Benjamin Harrington,katherinesaunders@example.com,5315301345,Kuwait,Noon,Electronics,3829.7,2,Paid,16,834.0,20604.0,21,2025-03-29
2012,508381,Alexis Ho,steelemichele@example.com,7262021603,Kuwait,Extra,Fashion,4194.0,2,Paid,24,640.0,21678.0,50,2026-07-03
2013,622010,Tabitha Butler,brettmartin@example.com,+1-972-756-2846x08699,Qatar,Sharaf DG,Beauty,1260.53,4,Paid,24,755.0,12233.0,43,2026-04-26
2014,885314,Mary Shaw,jenniferfrederick@example.org,238-419-9004x5549,Kuwait,Amazon UAE,Travel,2204.95,3,Paid,42,642.0,6663.0,57,2024-09-09
2015,247754,Donna Hawkins,william27@example.org,957.412.6011,Qatar,Jarir,Fashion,421.76,3,Paid,44,582.0,4490.0,36,2025-04-27
2016,271017,James Warren,ghernandez@example.org,001-551-669-3055x70344,Kuwait,Sharaf DG,Fashion,3989.4,2,Paid,31,811.0,21623.0,25,2026-06-07
2017,194421,David Herman,alexander25@example.org,(544)704-6891x4888,Qatar,Virgin Megastore,Beauty,809.45,6,Paid,38,692.0,21853.0,51,2026-03-14
2018,201224,Ashley Welch,klucas@example.net,298.987.8557x484,Saudi Arabia,Sharaf DG,Fashion,598.92,2,Paid,27,766.0,16429.0,19,2025-10-03
2019,873325,Michael Macdonald,ericmcknight@example.com,358.640.4106,Saudi Arabia,Noon,Electronics,76.64,3,Paid,34,722.0,9337.0,52,2024-10-14
2020,515267,Mark Briggs,hunteugene@example.org,001-841-964-6092x940,Saudi Arabia,Amazon UAE,Electronics,1642.74,2,Paid,11,688.0,11004.0,51,2025-12-06
2021,346355,Michael Dennis,josephbennett@example.org,431.598.6256,UAE,Carrefour,Travel,3461.11,6,Late,39,637.0,,54,2025-01-23
2022,904579,George Thomas,mullenjeremiah@example.net,569-820-3126x42119,UAE,Noon,Beauty,2020.63,6,Paid,29,773.0,10997.0,32,2025-05-17
2023,285923,Rick Hamilton,hnewton@example.net,+1-934-886-3312x7353,Saudi Arabia,Sharaf DG,Travel,4470.14,3,Paid,30,758.0,27477.0,23,2025-03-29
2024,630221,Jordan White,angelawalker@example.org,001-556-424-2857x85222,Kuwait,Amazon UAE,Travel,4569.6,6,Paid,29,603.0,11120.0,45,2026-01-20
2025,678971,Samuel Campbell,colemansteven@example.net,(871)613-6847x74550,Kuwait,Amazon UAE,Electronics,4867.08,3,Paid,32,630.0,9590.0,32,2024-11-18
2026,851720,Brad Walker,kmartinez@example.com,(890)241-3776,Saudi Arabia,Amazon UAE,Travel,4253.29,3,Paid,11,786.0,27155.0,56,2025-10-26
2027,863701,Bobby Burch,jamie11@example.org,478-524-5361x0906,UAE,Sharaf DG,Beauty,1660.57,2,Paid,30,802.0,15636.0,24,2025-09-05
2028,782248,Felicia Mitchell,mauricewilson@example.org,(224)774-7043,UAE,IKEA,Home,4136.33,3,Paid,34,817.0,6291.0,59,2025-02-05
2029,952721,Dustin Wade,bonniegraham@example.org,(968)729-3229,Kuwait,Namshi,Electronics,3124.79,6,Paid,26,609.0,18094.0,50,2025-11-12
2030,828543,Dale Miller,arush@example.com,(797)288-3491x85223,UAE,Carrefour,Travel,2124.05,3,Paid,19,729.0,24651.0,49,2026-04-03
2031,286851,Brenda Washington,qwade@example.com,624-219-1826x5942,UAE,Jarir,Beauty,1915.51,6,Paid,10,731.0,21833.0,24,2025-06-05
2032,245087,Wendy Barnes,iharrington@example.net,739.419.9661,Kuwait,Centrepoint,Fashion,1574.84,3,Paid,14,689.0,24992.0,45,2026-04-16
2033,758793,Joyce Ortiz,amberhill@example.net,(800)203-3563x3388,UAE,Centrepoint,Home,4438.64,2,Paid,40,793.0,7676.0,57,2026-03-10
2034,532019,Christopher Ware,tbennett@example.com,322.787.6168x68015,Qatar,Virgin Megastore,Home,361.5,6,Paid,25,798.0,3707.0,53,2026-03-26
2035,104034,Carol Thompson,kimberlyrobinson@example.com,(380)592-5895x35862,Qatar,Extra,Beauty,1311.8,4,Paid,36,695.0,16291.0,35,2025-01-14
2036,178924,Cheryl Sanders,lopezlisa@example.com,001-355-856-0240x18465,Saudi Arabia,Virgin Megastore,Travel,4242.55,2,Paid,15,697.0,18018.0,51,2025-02-25
2037,760512,David Miller,iglass@example.org,727-463-9010x3972,Kuwait,Namshi,Beauty,3678.73,2,Default,18,849.0,20488.0,19,2024-09-14
2038,378104,Susan Cabrera,nataliedeleon@example.net,289.616.5292,Kuwait,Carrefour,Electronics,3972.06,3,Paid,32,751.0,3324.0,38,2024-12-15
2039,279203,Jeffrey Watkins,jessica08@example.net,+1-787-294-1657x058,UAE,Noon,Fashion,2022.43,6,Paid,25,698.0,21116.0,56,2025-01-08
2040,164179,Beverly Warner,brenda59@example.com,997.995.8729x792,UAE,Sharaf DG,Fashion,1389.27,4,Paid,6,663.0,3017.0,53,2025-08-02
2041,665836,Justin Barrett,lwoods@example.org,(802)485-4972,Saudi Arabia,Noon,Home,2438.21,3,Paid,30,684.0,27363.0,24,2026-01-10
2042,680210,Thomas Powell,travismckay@example.org,+1-998-662-9947x97642,Kuwait,IKEA,Fashion,122.12,6,Paid,0,574.0,3020.0,31,2026-07-04
2043,148155,Dennis Burch,tcollins@example.com,(650)420-5637,Kuwait,IKEA,Beauty,554.02,4,Paid,1,733.0,15694.0,36,2025-03-14
2044,201807,Richard Davis,tgutierrez@example.com,(484)550-5731,Kuwait,Virgin Megastore,Fashion,4136.07,4,Paid,36,576.0,19470.0,48,2024-11-25
2045,856037,David Lindsey,josedurham@example.com,(994)304-8687x21483,UAE,Amazon UAE,Travel,2386.92,6,Late,2,565.0,6702.0,58,2026-06-28
2046,886558,Kevin Jones,olsonnorman@example.net,960-871-2087,Saudi Arabia,IKEA,Home,4448.35,2,Paid,17,701.0,12929.0,34,2026-06-30
2047,237915,Gabrielle Baker,wcochran@example.net,001-428-563-9822,UAE,IKEA,Beauty,1407.58,4,Default,35,755.0,29820.0,41,2025-07-04
2048,272841,John Burns,hsmith@example.com,001-724-468-3243x996,Kuwait,Noon,Beauty,751.73,3,Paid,22,773.0,18652.0,26,2025-06-16
2049,430748,Douglas Smith,emarquez@example.org,(789)952-1685x410,Qatar,Jarir,Fashion,4697.76,3,Paid,0,719.0,10730.0,31,2025-02-17
2050,766057,David Wilson,michaelreynolds@example.net,001-772-377-8760x1687,Kuwait,Centrepoint,Electronics,1330.17,4,Paid,24,705.0,20733.0,36,2024-12-20
2051,817995,Latoya Young,matthewsjessica@example.net,509.585.9971,Kuwait,Carrefour,Travel,1153.04,6,Paid,6,668.0,20510.0,32,2024-12-22
2052,427721,Linda Potter,rebecca79@example.com,+1-353-486-7164,UAE,Centrepoint,Electronics,4848.77,4,Paid,22,661.0,6330.0,28,2025-01-14
2053,835593,Randall Lucas,qfrey@example.net,776-642-3394x2735,UAE,Noon,Fashion,2002.21,3,Late,4,791.0,10760.0,58,2025-08-10
2054,250141,Madison Burns,cunninghamhannah@example.net,699-390-6191x9381,Qatar,Centrepoint,Fashion,2156.71,4,Paid,34,676.0,23233.0,40,2024-10-13
2055,682678,Valerie Taylor,douglasdonna@example.net,001-703-770-7709x62262,Kuwait,Carrefour,Travel,1657.38,3,Paid,19,637.0,25323.0,40,2025-10-19
2056,246740,Jessica Mcintosh,zwong@example.org,704-635-0943x549,Kuwait,Amazon UAE,Beauty,622.5,4,Paid,39,593.0,17700.0,22,2026-01-03
2057,157398,Edward Jones,jason94@example.org,+1-246-938-9425x470,Kuwait,Noon,Travel,4265.81,2,Paid,38,597.0,11464.0,46,2025-11-08
2058,576166,Amy Stephens,tricia55@example.org,001-389-986-4372x719,Kuwait,Extra,Beauty,1190.09,4,Paid,22,622.0,12750.0,46,2025-01-08
2059,654617,Roger Gibbs,staffordraven@example.org,581-485-4702,Kuwait,Amazon UAE,Beauty,639.46,4,Paid,36,785.0,9535.0,34,2026-06-02
2060,403442,Heidi Knight,brian09@example.org,573.554.4040,Saudi Arabia,Noon,Home,1195.27,2,Paid,7,821.0,10135.0,44,2025-08-20
2061,187184,Michelle Smith,kberry@example.com,(338)504-6148,UAE,Namshi,Fashion,4136.22,3,Paid,2,812.0,18546.0,50,2025-08-22
2062,660933,Charles Houston,gilmorechristopher@example.net,(201)362-8382,Saudi Arabia,Sharaf DG,Electronics,1795.5,3,Paid,30,650.0,3315.0,36,2024-09-10
2063,967392,Patrick Cole,glozano@example.net,223-584-4634,Qatar,Jarir,Home,3437.14,4,Paid,28,706.0,16388.0,38,2025-07-21
2064,972134,Teresa Mullins,melanie34@example.org,+1-896-309-6511x42905,Saudi Arabia,Carrefour,Fashion,2439.02,2,Paid,36,604.0,14673.0,45,2024-09-22
2065,818860,Aaron Fowler,joshuaalexander@example.com,(845)553-2017x862,Qatar,Namshi,Home,1432.12,6,Paid,30,776.0,27323.0,42,2025-06-05
2066,270483,Andrea Russell,igreen@example.com,611-724-1028,Qatar,Virgin Megastore,Electronics,4935.34,3,Paid,25,619.0,22256.0,56,2026-01-23
2067,703551,Mary Shaw,kathleenvance@example.org,(613)490-6370,Kuwait,IKEA,Beauty,1346.87,4,Paid,37,844.0,22196.0,19,2025-01-05
2068,822986,Deanna Lucas MD,miguelbennett@example.com,954.899.2286,UAE,Amazon UAE,Electronics,2684.72,4,Paid,36,558.0,20409.0,32,2025-07-17
2069,973107,Terry Garcia,jenkinskatherine@example.org,+1-795-889-6617,Kuwait,Jarir,Electronics,3536.15,6,Paid,18,697.0,8577.0,59,2025-08-19
2070,409129,Stacey Mccoy,flee@example.org,850-873-5036,Qatar,Extra,Travel,3893.57,4,Paid,42,784.0,22098.0,41,2026-01-24
2071,559318,Mr. Adam Rodriguez,jonesdwayne@example.net,636-448-2823,Saudi Arabia,Sharaf DG,Home,4128.23,6,Paid,45,842.0,14420.0,51,2026-07-06
2072,232559,David Mcintosh,candacelewis@example.net,+1-742-657-4738x8347,UAE,Virgin Megastore,Electronics,936.79,2,Paid,37,786.0,26957.0,52,2025-01-09
2073,738795,Cynthia Walker,thunt@example.net,(430)955-9078,UAE,Jarir,Home,2667.64,3,Paid,28,591.0,18142.0,18,2025-02-19
2074,444107,Brittany Brown,kristin83@example.org,859.706.6221,Kuwait,Extra,Home,4063.88,4,Paid,13,767.0,19264.0,28,2025-08-30
2075,648481,Holly Lee,davidallison@example.com,367.441.0023,Qatar,Sharaf DG,Electronics,460.85,3,Paid,13,820.0,19475.0,39,2025-05-18
2076,888513,Jamie Lane,michaelgross@example.net,(272)817-5400x4864,Qatar,Sharaf DG,Electronics,3888.04,3,Paid,31,825.0,5614.0,35,2026-04-08
2077,452908,Lance Hernandez,ashley14@example.net,6059603945,UAE,Noon,Travel,3300.62,3,Late,28,789.0,21910.0,21,2026-06-29
2078,488399,Darryl Moore,zgilmore@example.org,001-513-959-6101x39410,Kuwait,Jarir,Travel,4314.14,6,Paid,14,741.0,5930.0,58,2024-12-23
2079,969331,Nichole Acosta,jfrancis@example.net,001-279-649-1943x820,Kuwait,Sharaf DG,Travel,3766.75,6,Default,0,713.0,9394.0,26,2025-05-18
2080,806042,Luis Lewis,smoyer@example.net,+1-421-767-9544x24228,Qatar,Noon,Electronics,653.21,3,Paid,5,555.0,11146.0,52,2025-06-07
2081,231753,Shannon Anderson,wilsonriley@example.com,582.691.5602,Qatar,Extra,Fashion,3249.28,4,Paid,15,768.0,4384.0,54,2024-11-13
2082,161940,Steven Moore,jamesspencer@example.net,585.334.4812x4967,Kuwait,Sharaf DG,Electronics,4285.15,2,Paid,20,581.0,7444.0,37,2025-11-20
2083,322484,Daniel Collins,mirandarodney@example.org,+1-993-826-8921,Qatar,Namshi,Beauty,394.91,4,Late,33,804.0,9738.0,42,2026-02-06
2084,894323,Gary Watson,michelletaylor@example.com,(724)947-2039,Qatar,Jarir,Beauty,440.39,4,Paid,38,755.0,21623.0,33,2024-08-16
2085,319137,Bryan Fox,amy20@example.org,+1-326-790-6015x9029,Kuwait,Namshi,Travel,348.75,2,Paid,34,714.0,27617.0,45,2024-12-27
2086,194736,James Jimenez,kevin92@example.net,001-416-417-1078x13013,Kuwait,Extra,Beauty,3345.01,2,Paid,24,742.0,10844.0,55,2024-09-21
2087,611016,John Hamilton,jordan86@example.com,+1-321-999-1414,Saudi Arabia,Carrefour,Home,3959.78,2,Paid,18,676.0,15874.0,57,2026-04-27
2088,144656,Joshua Davidson,grayjames@example.net,661-772-0667,Saudi Arabia,Sharaf DG,Fashion,2384.11,3,Paid,10,828.0,22480.0,44,2025-03-01
2089,902904,Nicholas Alexander,irodriguez@example.net,(522)291-9431x7410,Qatar,IKEA,Electronics,1748.42,3,Paid,33,592.0,15376.0,34,2026-03-06
2090,368880,Erin Sullivan,donnarodriguez@example.com,486.953.7009x23572,UAE,IKEA,Electronics,223.06,2,Paid,44,786.0,13594.0,58,2026-07-13
2091,314683,Crystal Sweeney,rorozco@example.org,(282)246-8341,Kuwait,Sharaf DG,Home,2077.49,4,Paid,23,613.0,4227.0,30,2026-03-25
2092,801789,Larry Mcintosh,brownnathaniel@example.net,458-983-9884x142,UAE,Jarir,Beauty,4901.64,2,Paid,31,764.0,9833.0,45,2025-10-06
2093,240845,Christopher Love,glennross@example.com,649-829-5998x7118,UAE,Extra,Home,3398.34,6,Paid,37,667.0,22397.0,38,2025-10-27
2094,932828,Tonya Alvarado,kmiller@example.net,001-535-760-2948x62098,Saudi Arabia,Noon,Travel,2088.22,2,Paid,25,683.0,25779.0,60,2025-09-01
2095,736288,Cassidy Leonard,stephenmoore@example.net,687.969.6824x03501,UAE,Virgin Megastore,Fashion,907.01,4,Late,32,782.0,28076.0,35,2025-09-02
2096,435440,John Hayes,david29@example.net,9435218164,Kuwait,Amazon UAE,Fashion,4164.23,4,Paid,29,619.0,19087.0,25,2025-06-24
2097,575542,Melissa Preston,mathew86@example.net,899-845-1142x614,Kuwait,Namshi,Electronics,3226.93,6,Late,35,611.0,28848.0,24,2024-08-21
2098,894358,Nancy Hahn,sramirez@example.com,938-349-8572x52353,Qatar,Extra,Electronics,1055.32,3,Paid,33,583.0,19621.0,49,2026-05-07
2099,315531,Isabella Silva,april27@example.org,591-580-8230x580,Qatar,Centrepoint,Home,4810.91,3,Paid,13,757.0,12304.0,48,2025-01-05
2100,571342,Jennifer Galloway DDS,ybryant@example.net,697.605.5390x86672,UAE,Extra,Electronics,1201.11,2,Paid,39,607.0,14439.0,30,2025-12-07
2101,637553,Peter Harris,njenkins@example.net,+1-547-311-8510,Qatar,Noon,Fashion,2747.51,6,Paid,16,635.0,4294.0,34,2026-03-17
2102,171114,Dominique Martin,corynelson@example.com,(239)894-3865x7911,Saudi Arabia,Namshi,Electronics,3075.5,4,Paid,8,553.0,11799.0,35,2026-06-19
2103,169504,Heather Snyder,bevans@example.org,+1-617-317-9563x374,UAE,Noon,Beauty,3462.86,4,Paid,13,631.0,11871.0,41,2025-09-05
2104,918710,Joseph Ford,cherylwatkins@example.net,774.560.1034,Saudi Arabia,Sharaf DG,Electronics,344.51,6,Paid,19,600.0,23784.0,27,2024-09-19
2105,251202,Diane Rodriguez,danielle67@example.net,+1-455-877-9175x14037,Kuwait,Sharaf DG,Beauty,189.4,6,Paid,24,680.0,21819.0,44,2025-04-21
2106,314628,Sara Green,huffjeffrey@example.org,+1-703-981-5006x541,Saudi Arabia,Jarir,Home,436.74,6,Late,9,644.0,12490.0,18,2025-08-13
2107,377888,Justin Young,derek49@example.net,477.458.8814x5714,Saudi Arabia,Jarir,Beauty,543.41,2,Paid,19,745.0,20230.0,45,2025-06-20
2108,204036,Anthony Charles,ashleysimpson@example.net,984.915.7547x2348,Qatar,Namshi,Electronics,2400.71,3,Paid,28,636.0,4837.0,27,2025-11-14
2109,916878,Elizabeth May,lancehogan@example.com,(867)961-2394x89929,UAE,Noon,Travel,1709.34,3,Paid,26,619.0,5296.0,54,2025-08-06
2110,477897,Joshua Osborn,patricia12@example.net,(942)347-5538x083,Saudi Arabia,IKEA,Travel,2937.79,2,Paid,30,710.0,3983.0,21,2024-08-09
2111,200432,Pamela Sullivan,gina01@example.org,538.320.1738x0564,Qatar,Namshi,Fashion,1701.01,2,Paid,29,660.0,23163.0,47,2025-07-05
2112,193821,Misty Lin,schultzlisa@example.org,(439)366-9961,Saudi Arabia,Noon,Beauty,899.74,2,Paid,34,744.0,21558.0,20,2025-09-29
2113,879348,Gregory Freeman,lflores@example.net,(342)430-4832,Qatar,Amazon UAE,Beauty,2503.29,3,Paid,16,711.0,26263.0,35,2025-12-23
2114,879596,Mandy Mcdonald,victoria52@example.com,+1-859-682-8372x1959,Qatar,Amazon UAE,Beauty,599.25,3,Paid,4,792.0,3206.0,47,2025-05-06
2115,369311,Brian Carroll,robinsonnatalie@example.org,469.233.1563,Kuwait,Namshi,Beauty,316.28,3,Late,19,700.0,28772.0,26,2024-11-10
2116,292588,Jillian Barrett,joyce07@example.org,781.288.8016x83757,Kuwait,Jarir,Electronics,3257.33,2,Paid,11,659.0,22258.0,35,2025-03-18
2117,892019,Aaron Johnson,lisa26@example.org,916-316-3783,UAE,Jarir,Electronics,2937.54,4,Paid,28,792.0,8907.0,42,2025-05-27
2118,746996,Alexandra Martin,ojackson@example.com,(737)308-7194x2373,UAE,Namshi,Fashion,2132.3,4,Paid,14,616.0,18411.0,44,2025-11-02
2119,182735,Hannah Smith,hbarry@example.net,951.851.7706x9553,Qatar,Jarirr,Home,3614.99,2,Default,43,618.0,11858.0,40,2024-09-28
2120,967341,Adam Morris,thompsonmonique@example.com,+1-541-285-0336x06142,Kuwait,Virgin Megastore,Travel,1786.24,6,Paid,6,604.0,21840.0,60,2025-12-26
2121,215804,James Harris,iblanchard@example.net,+1-772-381-4791,Kuwait,Sharaf DG,Travel,4614.83,2,Paid,27,826.0,16258.0,36,2025-03-30
2122,868089,Joan Garcia,uvazquez@example.com,325-674-1314x35984,Qatar,Extra,Beauty,2802.21,6,Paid,29,744.0,4926.0,18,2025-10-10
2123,624497,Lance Gonzales,michaelrich@example.com,343.760.0965x254,Kuwait,Extra,Beauty,1331.15,3,Paid,42,835.0,5902.0,54,2026-01-11
2124,214856,Michael Becker,rberry@example.net,(454)741-0381x20534,UAE,Centrepoint,Home,3117.57,3,Paid,19,572.0,4649.0,43,2025-04-23
2125,699031,Jason Smith,jodivasquez@example.org,662.854.2061x41257,Saudi Arabia,IKEA,Travel,4811.64,3,Late,20,667.0,12129.0,52,2025-04-12
2126,382083,Taylor Jones,harrismary@example.org,+1-803-654-1016x8176,Qatar,Extra,Beauty,4725.52,2,Paid,7,664.0,21811.0,51,2025-10-29
2127,530145,Michael Warren,cowanmelanie@example.net,710-503-0100x9223,Kuwait,Extra,Beauty,978.08,2,Paid,10,652.0,27362.0,49,2024-11-16
2128,819657,Michelle Pacheco,brendadavidson@example.net,925-980-4638x7254,Saudi Arabia,Noon,Home,4518.18,2,Late,13,,4997.0,19,2025-11-02
2129,119056,Brian Moyer,jessica81@example.org,338.247.6398x46086,Qatar,Namshi,Home,3731.69,6,Paid,37,606.0,23060.0,18,2025-10-10
2130,103521,Amanda Thomas,danielprice@example.com,983.243.2266x47172,UAE,Amazon UAE,Home,639.6,2,Paid,5,746.0,21602.0,58,2026-01-11
2131,259664,Matthew Hamilton,amy49@example.org,3456167097,Saudi Arabia,Jarir,Beauty,1047.63,6,Paid,37,822.0,28340.0,54,2026-01-05
2132,862058,Melissa Thompson,jackbray@example.org,001-210-686-8599,Qatar,Virgin Megastore,Electronics,1971.61,4,Paid,5,830.0,16934.0,48,2026-02-11
2133,370546,Sharon Smith,jonathan18@example.org,(884)723-5540,Qatar,Namshi,Electronics,300.78,4,Paid,15,772.0,6890.0,24,2025-09-10
2134,858133,Francisco Rice,tracey84@example.org,257.948.3139,Saudi Arabia,Centrepoint,Electronics,4651.37,2,Paid,42,,24160.0,41,2025-05-16
2135,828029,Richard Allison,dwhite@example.com,001-843-730-5111x18494,Kuwait,Carrefour,Travel,750.53,4,Paid,1,646.0,23837.0,34,2025-04-05
2136,944019,Sarah Hart,coreyjones@example.org,224-630-5909,UAE,Amazon UAE,Home,1057.09,3,Paid,26,565.0,17630.0,38,2025-09-14
2137,493280,Daniel Nelson,seanallen@example.net,001-248-331-8314x28621,Kuwait,Extra,Travel,4458.33,4,Late,27,776.0,7858.0,21,2024-08-05
2138,200129,Michael Becker,fkey@example.com,768.376.5035x39718,UAE,Sharaf DG,Fashion,1371.63,2,Late,45,826.0,6001.0,50,2026-06-15
2139,259601,Robert Byrd,jimenezfrank@example.net,9165662619,Saudi Arabia,Namshi,Travel,2261.35,4,Default,9,750.0,7611.0,20,2026-02-03
2140,656666,David Harrison,tanya42@example.com,(315)632-1355x194,Kuwait,Sharaf DG,Electronics,2509.56,4,Late,29,666.0,28875.0,40,2025-07-01
2141,768124,Jared Hamilton,fking@example.net,331.869.3219x654,Saudi Arabia,IKEA,Home,840.86,3,Paid,29,558.0,3275.0,36,2026-02-25
2142,191425,Bradley Cooper,mary63@example.net,001-314-502-2267x4735,Saudi Arabia,Virgin Megastore,Electronics,4962.83,3,Paid,21,604.0,20988.0,25,2024-09-03
2143,819971,Ashley Juarez,andersonsarah@example.com,406-464-4105x28255,Qatar,Amazon UAE,Fashion,3942.19,4,Paid,1,696.0,24809.0,43,2026-01-11
2144,219980,Jennifer Vega,josephjohnston@example.net,+1-515-252-6832x5687,UAE,Noon,Beauty,3027.99,3,Paid,27,759.0,3771.0,21,2026-01-26
2145,189394,Patricia Mccoy,ymercer@example.org,001-501-571-1494x4176,Saudi Arabia,Sharaf DG,Fashion,2635.74,6,Paid,5,639.0,9570.0,26,2024-11-06
